company,label,code
威特龙,0,833664
清大天达,0,833665
天力软件,0,833668
易康云,0,833670
邦诚电信,0,833671
佰焰科技,0,833674
宇方工业,0,833676
涧光股份,0,833679
一览网络,0,833680
福特科,1,833682
吉联新软,0,833683
联赢激光,1,833684
礼多多,1,833690
新道科技,1,833694
富士莱,0,833695
联网科技,0,833699
坚力科技,0,833701
博远高科,0,833706
风雷网络,0,833710
卓易科技,0,833711
立德电子,0,833713
安世亚太,1,833714
华彦邦,0,833717
蜂派科技,0,833726
兆晟科技,0,833727
恩济和,0,833729
森井防爆,0,833735
中塑在线,0,833736
世纪本原,0,833744
宏中药业,0,833746
广厦环能,0,833747
超音速,0,833753
天然谷,0,833760
爱扑网络,0,833765
上海寰创,0,833768
中泰环保,0,833769
山美股份,0,833773
创建达一,0,833774
华方药业,0,833776
棠棣信息,1,833777
奥科斯特,0,833779
源培生物,0,833783
递蓝科,0,833785
银科医学,0,833787
博能科技,0,833792
骅锋科技,0,833796
嘉禾生物,1,833799
金信瑞通,0,833801
勃朗科技,0,833803
康威通信,0,833804
华鸿科技,0,833807
精讯科技,0,833808
中新股份,0,833811
德润达,0,833814
嘉友互联,0,833815
铭慧股份,0,833822
九久科技,0,833824
神州锐达,0,833825
浩腾科技,1,833827
新视野,0,833828
鹏飞股份,0,833829
美天生物,0,833833
天波信息,0,833839
狂龙数字,0,833847
携宁科技,0,833849
景云祥,0,833851
清软创新,0,833852
远望信息,0,833854
宝润兴业,1,833856
时光科技,1,833857
灵汇股份,0,833864
创想天空,0,833870
昌德微电,0,833871
卓信数据,1,833872
汉印股份,0,833882
蝶讯网,0,833885
万达业,0,833886
心动网络,0,833897
ST磊曜,0,833898
阿尔创,1,833900
远图互联,0,833904
普瑞特,0,833905
卡宝宝,0,833906
三维天下,0,833909
融安特,0,833918
华辰净化,0,833923
安集协康,0,833926
火谷网络,0,833928
康大医疗,0,833929
奥雷德,0,833932
嘉诚信息,0,833937
康泰环保,0,833948
宝优际,0,833952
唯思软件,0,833953
飞天经纬,1,833954
盈丰软件,0,833955
华发教育,1,833960
安澳智能,0,833963
司南导航,1,833972
新游网络,0,833976
博伊特,0,833980
中成发展,0,833988
太时股份,0,833989
迈得医疗,0,833990
普菲特,0,833992
翰博高新,1,833994
花集网,0,833996
易构软件,0,834002
挖金客,0,834003
松湖股份,0,834005
金胜科技,0,834006
盘石股份,0,834009
捷胜海洋,0,834011
利和兴,1,834013
特瑞斯,0,834014
方心健康,0,834017
华枫股份,0,834022
赛思信安,0,834025
冠尔股份,0,834027
元道通信,1,834034
龙盛世纪,0,834037
杭科光电,0,834043
清众科技,0,834045
金锐同创,0,834046
缔安科技,0,834047
蓝灯数据,0,834048
游戏多,1,834054
百事通,0,834055
新基点,0,834057
华洋赛车,0,834058
卡车之家,1,834063
技美科技,0,834064
蓝氧科技,1,834068
金通科技,0,834069
锐风科技,0,834074
新智视讯,0,834077
聚能鼎力,1,834084
电联股份,1,834102
灵信视觉,1,834110
中兴新地,0,834115
高信达,0,834116
云端网络,1,834122
联益科技,1,834126
太极云软,0,834127
新中合,0,834128
软脑科技,0,834129
科升无线,0,834130
我要去哪,0,834132
卓杭科技,0,834133
中业科技,1,834134
仙果广告,1,834136
时代亿信,0,834139
立晨数据,0,834142
蓝深环保,0,834145
志凌伟业,1,834148
博芯科技,0,834152
有米科技,1,834156
亿芯源,0,834157
安盛科技,0,834167
阿拉科技,0,834171
维康子帆,0,834174
龙贝世纪,0,834181
工大高科,0,834182
索牌科技,0,834190
实邑科技,0,834194
华清飞扬,1,834195
大娱号,0,834196
展芯微,0,834198
柳鑫股份,0,834201
纵横六合,0,834202
华澜微,1,834203
ST东方数,0,834207
